solution,guesses,feedback
seeth,"['stack', 'sixty', 'south', 'seeth']","[['correct', 'present', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'correct', 'absent'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
coats,"['frost', 'tacos', 'coats']","[['absent', 'absent', 'present', 'present', 'present'], ['present', 'present', 'present', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
limed,"['inker', 'jibes', 'limed']","[['present', 'absent', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
muxes,"['crank', 'metes', 'jolly', 'guild', 'gibes', 'lipid']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'correct', 'correct'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
hokum,"['dynes', 'gloom', 'haiku', 'moult', 'mulct', 'abaci']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'correct'], ['correct', 'absent', 'absent', 'present', 'present'], ['present', 'correct', 'present', 'absent', 'absent'], ['present', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
corps,"['scion', 'chops', 'corps']","[['present', 'present', 'absent', 'present', 'absent'], ['correct', 'absent', 'present', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
shirt,"['riles', 'sprig', 'shirr', 'smirk', 'shirt']","[['present', 'present', 'absent', 'absent', 'present'], ['correct', 'absent', 'present', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'absent'], ['correct', 'absent', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
twirl,"['drams', 'outer', 'right', 'twirl']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'present'], ['present', 'present', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
duddy,"['tears', 'billy', 'duddy']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
chord,"['duels', 'radar', 'paddy', 'handy', 'baddy', 'radix']","[['present', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'present', 'absent', 'absent']]"
toker,"['latus', 'topoi', 'berth', 'terce', 'recto', 'teeny']","[['absent', 'absent', 'present', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'absent'], ['absent', 'present', 'present', 'present', 'absent'], ['correct', 'present', 'present', 'absent', 'absent'], ['present', 'present', 'absent', 'present', 'present'], ['correct', 'present', 'absent', 'absent', 'absent']]"
hones,"['aioli', 'doges', 'bores', 'noses', 'coxes', 'yokes']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['present', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct']]"
nuked,"['leaps', 'outer', 'fuzed', 'nuked']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
brake,"['truce', 'brave', 'braze', 'brake']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
golfs,"['toves', 'lochs', 'bolls', 'yowls', 'jowls', 'molls']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['present', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'absent', 'present', 'correct'], ['absent', 'correct', 'absent', 'present', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct']]"
weals,"['jello', 'damps', 'playa', 'guile', 'shyer', 'jumbo']","[['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'present', 'absent', 'absent', 'correct'], ['absent', 'present', 'correct', 'absent', 'absent'], ['absent', 'absent', 'absent', 'correct', 'present'], ['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent']]"
wirer,"['pilot', 'rifer', 'diner', 'wiser', 'wirer']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
okays,['okays'],"[['correct', 'correct', 'correct', 'correct', 'correct']]"
terry,"['hover', 'wrest', 'carte', 'terry']","[['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'present', 'present', 'absent', 'present'], ['absent', 'absent', 'correct', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
petit,"['comet', 'deist', 'befit', 'pewit', 'petit']","[['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'correct', 'present', 'absent', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tears,"['bongo', 'playa', 'spill', 'frill', 'miked', 'cruet']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'present', 'absent', 'present', 'present']]"
crude,"['extra', 'pryer', 'preps', 'liker', 'repel', 'fired']","[['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'correct', 'absent', 'present', 'absent'], ['absent', 'correct', 'present', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['present', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'present']]"
estop,"['gongs', 'prosy', 'estop']","[['absent', 'present', 'absent', 'absent', 'present'], ['present', 'absent', 'present', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
juice,"['unban', 'cures', 'juice']","[['present', 'absent', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
yucca,"['thigh', 'frown', 'savvy', 'alkyl', 'yucca']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'present'], ['present', 'absent', 'absent', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tempi,"['sassy', 'outer', 'dieth', 'feint', 'tempi']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['absent', 'present', 'present', 'present', 'absent'], ['absent', 'correct', 'present', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
lases,"['snort', 'dishy', 'passe', 'vases', 'lases']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'present', 'present'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
firth,"['gauze', 'flown', 'first', 'firth']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'absent', 'absent'], ['correct', 'correct', 'correct', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
rowed,"['shops', 'codex', 'boned', 'joked', 'doted', 'wowed']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'present', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
tease,"['ogres', 'stile', 'taste', 'haste', 'paste', 'tense']","[['absent', 'absent', 'absent', 'present', 'present'], ['present', 'present', 'absent', 'absent', 'correct'], ['correct', 'present', 'present', 'absent', 'correct'], ['absent', 'present', 'present', 'present', 'correct'], ['absent', 'present', 'present', 'present', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct']]"
aster,"['prate', 'dater', 'after', 'aster']","[['absent', 'present', 'present', 'present', 'present'], ['absent', 'present', 'correct', 'correct', 'correct'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
goopy,"['barge', 'sling', 'goofy', 'goody', 'gooky', 'goopy']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
quads,"['pawed', 'loads', 'scads', 'dyads', 'mrads', 'grads']","[['absent', 'present', 'absent', 'absent', 'present'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct']]"
fiche,"['baric', 'clink', 'discs', 'fiche']","[['absent', 'absent', 'absent', 'present', 'present'], ['present', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
maced,"['omens', 'timer', 'maced']","[['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'absent', 'present', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
thugs,"['lifer', 'hunch', 'batty', 'touch', 'doggo', 'cushy']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['correct', 'absent', 'correct', 'absent', 'present'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'present', 'present', 'present', 'absent']]"
ponds,"['grown', 'monic', 'ponds']","[['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
clips,"['snood', 'biles', 'clips']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
young,"['flops', 'oozed', 'toter', 'radio', 'throe', 'moray']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'correct', 'absent', 'absent', 'present']]"
proem,"['brown', 'croft', 'grove', 'proem']","[['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
loots,"['rainy', 'hoped', 'goofs', 'loots']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
writs,"['props', 'drugs', 'crass', 'crews', 'crabs', 'treks']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'present', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['present', 'correct', 'absent', 'absent', 'correct']]"
tatty,"['glare', 'damps', 'tabby', 'taffy', 'tatty']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
lubra,"['retch', 'dolor', 'grill', 'kraal', 'glary', 'aural']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'present', 'present', 'absent', 'present'], ['absent', 'present', 'present', 'correct', 'absent'], ['present', 'correct', 'present', 'absent', 'present']]"
abort,"['risen', 'blurt', 'abort']","[['present', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
merse,"['booed', 'shame', 'merse']","[['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'absent', 'absent', 'present', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
banes,"['actor', 'playa', 'waded', 'jawed', 'basal', 'sneak']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['correct', 'correct', 'present', 'absent', 'absent'], ['present', 'present', 'present', 'present', 'absent']]"
ortho,"['marsh', 'chord', 'hover', 'ortho']","[['absent', 'absent', 'present', 'absent', 'present'], ['absent', 'present', 'present', 'present', 'absent'], ['present', 'present', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tommy,"['prove', 'lotsa', 'joint', 'tommy']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
heros,"['viral', 'terse', 'berry', 'purty', 'corks', 'pored']","[['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'present', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'present', 'correct', 'absent', 'correct'], ['absent', 'present', 'correct', 'present', 'absent']]"
shift,"['beads', 'mossy', 'music', 'spook', 'fussy', 'swirl']","[['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['correct', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'present', 'absent', 'absent'], ['correct', 'absent', 'correct', 'absent', 'absent']]"
gases,"['skews', 'gents', 'gibes', 'gores', 'gazes', 'gages']","[['present', 'absent', 'present', 'absent', 'correct'], ['correct', 'present', 'absent', 'absent', 'correct'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct']]"
filed,"['ducts', 'abode', 'riled', 'wiled', 'piled', 'filed']","[['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
